한자,음,훈음(인명),이독음/기타,총획,유니코드
擁,옹,옹 : 안을(옹),,16,U+64C1
滃,옹,옹 : 용음할(옹) 구름일(옹),,13,U+6EC3
瓮,옹,옹 : 독(옹),,9,U+74EE
甕,옹,옹 : 항아리(옹),,18,U+7515
癕,옹,옹 : 등창(옹),,18,U+7655
癰,옹,옹 : 악창(옹),,23,U+7670
禺,옹,옹 : 긴꼬리원숭이(옹),우 : 긴꼬리원숭이(우),9,U+79BA
罋,옹,옹 : 항아리(옹),,19,U+7F4B
翁,옹,옹 : 늙은이(옹),,10,U+7FC1
蓊,옹,옹 : 우거질(옹) 장다리(옹),,16,U+84CA
邕,옹,옹 : 화락할(옹),,10,U+9095
雍,옹,옹 : 화목할(옹) 막을(옹),"옥,웅,응",13,U+96CD
雝,옹,옹 : 화목할(옹) 막을(옹),,18,U+96DD
顒,옹,옹 : 엄숙할(옹),응,18,U+9852
饔,옹,옹 : 익은음식(옹),,22,U+9954
吪,와,와 : 움직일(와) 잘못(와),화,7,U+542A
哇,와,와 : 아이소리(와),"규,왜 : 게울(왜)",9,U+54C7
囮,와,와 : 어리새(와),화,7,U+56EE
婐,와,와 : 시녀(와) 연약할(와),,11,U+5A50
枙,와,와 : 나무마디(와),액,8,U+6799
洼,와,와 : 풀이름(와) 굽을(와),"규,애,왜 : 성(규)",9,U+6D3C
渦,와,와 : 소용돌이(와),와 : 소용돌이(와)  땅이름(과),12,U+6E26
猧,와,와 : 개이름(와),,12,U+7327
瓦,와,와 : 기와(와),잉,5,U+74E6
窊,와,와 : 우묵할(와),,10,U+7A8A
窩,와,와 : 집(와),준,14,U+7AA9
窪,와,와 : 구덩이(와),유,14,U+7AAA
臥,와,와 : 누울(와),,8,U+81E5
萵,와,와 : 상추(와),,15,U+8435
蛙,와,와 : 개구리(와),,12,U+86D9
蝸,와,와 : 달팽이(와),과,15,U+8778
訛,와,와 : 잘못될(와) 거짓(와),화,11,U+8A1B
譌,와,와 : 잘못(와) 속일(와),,19,U+8B4C
娃,"와,왜","와,왜 : 미인(왜)","가,계,구,귀,규,기,애,예,외,요,주,지",9,U+5A03
䛃,완,완,원,11,U+46C3
刓,완,완 : 깎을(완) 닳을(완),,6,U+5213
唍,완,완 : 방긋웃을(완),,10,U+550D
垸,완,완 : 바를(완),환,10,U+57B8
妧,완,완 : 예쁠(완),원,7,U+59A7
婠,완,완 : 몸맵시예쁠(완),관,11,U+5A60
完,완,완 : 완전할(완) 끝날(완),환,7,U+5B8C
岏,완,완 : 산뾰족할(완),원,7,U+5C8F
忨,완,완 : 탐할(완),원,7,U+5FE8
惋,완,완 : 한탄할(완),,11,U+60CB
抏,완,완: 무지러질(완),원,7,U+628F
捖,완,완 : 회섞어버를(완),괄,10,U+6356
椀,완,완 : 주발(완) 사발(완),완 : 주발(완) 사발 (완),12,U+6900
浣,완,완 : 씻을(완),"원,환",10,U+6D63
涴,완,완 : 물구비쳐흐를(완),"와,원 : 더럽힐(와)",11,U+6DB4
玩,완,완 : 장난할(완) 익힐(완),"연,원,윤",8,U+73A9
琓,완,완 : 옥이름(완),"관,원,환",11,U+7413
琬,완,완 : 홀(완) 옥(완),원,12,U+742C
盌,완,완 : 밥그릇(완),,10,U+76CC
碗,완,완 : 주발(완),,13,U+7897
緩,완,완 : 느슨할(완) 늦출(완) 부드러울(완),원,15,U+7DE9
翫,완,완 : 싫을(완) 익숙할(완),원,15,U+7FEB
脘,완,완 : 밥통(완),,11,U+8118
腕,완,완 : 팔뚝(완),,12,U+8155
莞,완,완 : 골풀(완),"관,환",13,U+839E
豌,완,완 : 완두(완),,15,U+8C4C
輐,완,완 : 둥글릴(완),,14,U+8F10
頑,완,완 : 미련할(완) 어리석을(완) 탐할(완),원,13,U+9811
򠆲,완,완,,13,U+A01B2
宛,"완,울","완,울 : 굽을(완) 완연(완)",원,8,U+5B9B
杬,"완,원","완,원: 몸주무를(원) 나무이름(원)",완,8,U+676C
鋺,"완,원","완,원 : 저울바탕(원)",,16,U+92FA
阮,"완,원","완,원 : 나라이름(완/원) 악기이름(완)","완,원 : 나라이름(완 /원) 악기이름(완)",7,U+962E
曰,왈,왈 : 가로되(왈) 이를(왈),왈 : 가로되(왈) 이 를(왈),4,U+66F0
㳹,왕,왕,,11,U+3CF9
往,왕,왕 : 갈(왕),주,8,U+5F80
旺,왕,왕 : 성할(왕),,8,U+65FA
暀,왕,왕 : 빛고울(왕) 덕(왕) 옳을(왕),,12,U+6680
枉,왕,왕 : 굽을(왕),,8,U+6789
汪,왕,왕 : 넓을(왕) 못(왕),"강,옥,임",7,U+6C6A
瀇,왕,왕 : 깊을(왕),"광,황",18,U+7007
王,왕,왕 : 임금(왕),,4,U+738B
迬,왕,왕 : 갈(왕),주,8,U+8FEC
倭,왜,왜 : 나라이름(왜),"와,위",10,U+502D
媧,왜,왜 : 사람이름(왜),"과,와,화 : 사람이름(과/와/괘)",12,U+5AA7
歪,왜,왜 : 비뚤(왜),,9,U+6B6A
矮,왜,왜 : 난장이(왜),,13,U+77EE
偎,외,외 : 가까이할(외),현,11,U+504E
外,외,외 : 밖(외),,5,U+5916
崴,외,외 : 울퉁불퉁할(외)  높을(외),,12,U+5D34
嵔,외,외 : 산이름(외)  산높을(외),의,12,U+5D54
嵬,외,외 : 높을(외),,13,U+5D6C
巍,외,외 : 높을(외),위 : 높을(외/위),21,U+5DCD
愄,외,외 : 마음착할(외),,12,U+6104
渨,외,외 : 물결용솟음칠(외) 빠질(외),,12,U+6E28
煨,외,외 : 묻은불(외) 구울(외),,13,U+7168
猥,외,외 : 더러울(외) 많을(외),외 : 더러울(외) 많 을(외),12,U+7325
畏,외,외 : 두려워할(외),,9,U+754F
碨,외,외 : 맷돌(외),,14,U+78A8
磈,외,외 : 산이름(외)  돌사닥다리(외),,15,U+78C8
聵,외,외 : 귀머거리(외),,18,U+8075
隗,외,외 : 높을(외),,13,U+9697
偠,요,요 : 날씬할(요) 허리가늘(요),,11,U+5060
僥,요,요 : 요행(요) 난장이(요),뇨,14,U+50E5
儌,요,요,교 : 갈(교) 바랄(교) 거짓(교),15,U+510C
凹,요,요 : 오목할(요),,5,U+51F9
喓,요,요 : 벌레소리(요),,12,U+5593
嗂,요,요 : 기꺼울(요) 즐거울(요),,13,U+55C2
坳,요,요 : 우묵할(요),,8,U+5773
垚,요,요 : 사람이름(요),"규,희",9,U+579A
堯,요,요 : 임금(요),효,12,U+582F
墝,요,요 : 마른땅(요)  나쁠(요),효,15,U+589D
夭,요,요 : 일찍죽을(요) 무성할(요),"오,옥 : 새끼(오)",4,U+592D
妖,요,요 : 아리따울(요) 요귀(요),옥,7,U+5996
姚,요,요 : 예쁠(요),"도,조",9,U+59DA
嬈,요,요 : 아리따울(요),"뇨,효 : 번거로울(뇨)",15,U+5B08
嶢,요,요 : 높을(요),,15,U+5DA2
幺,요,요 : 작을(요) 어릴(요),,3,U+5E7A
徭,요,요 : 역사(요),,13,U+5FAD
徼,요,요 : 돌(요) 변방(요),교,16,U+5FBC
拗,요,요 : 꺾을(요),,8,U+62D7
搖,요,요 : 요람(요),,13,U+6416
擾,요,요 : 어지러울(요),,18,U+64FE
暚,요,요,,14,U+669A
曜,요,요 : 빛(요),,18,U+66DC
枖,요,요 : 나무번성할(요),현,8,U+6796
榣,요,요 : 큰나무(요),,14,U+69A3
橈,요,요 : 노(요),"뇨,효 : 휠(뇨)   약할(뇨)",16,U+6A48
殀,요,요 : 일찍죽을(요),,8,U+6B80
澆,요,요 : 물뿌릴(요),교,15,U+6F86
烑,요,요 : 빛날(요),"도,조,호",10,U+70D1
燿,요,요 : 빛날(요),섭,18,U+71FF
珧,요,요 : 대합조개(요),배,10,U+73E7
瑤,요,요 : 아름다운옥(요),오,14,U+7464
祅,요,요 : 재앙(요),,9,U+7945
穾,요,요 : 깊숙할(요) 곰방(요),,9,U+7A7E
窅,요,요 : 그윽할(요),,10,U+7A85
窈,요,요 : 그윽할(요) 얌전할(요),"도,아",10,U+7A88
窯,요,요 : 오지그릇(요),,15,U+7AAF
繇,요,요 : 역사(요),유 : 말미암을(유)   점(주),17,U+7E47
繞,요,요 : 둘러쌀(요) 감길(요),요 : 둘러쌀(요) 감 길(요),18,U+7E5E
耀,요,요 : 빛날(요),광,20,U+8000
腰,요,요 : 허리(요) 찰(요),,13,U+8170
蕘,요,요 : 땔나무(요) 나뭇군(요),,18,U+8558
蟯,요,요 : 요충(요),,18,U+87EF
要,요,요 : 구할(요) 중요할(요),요 : 구할(요) 중요 할(요),9,U+8981
謠,요,요 : 노래(요) 소문(요),요 : 노래(요) 소문 (요),17,U+8B20
遙,요,요 : 멀(요) 거닐(요),,14,U+9059
遶,요,요 : 두를(요),효,16,U+9076
邀,요,요 : 맞이할(요) 구할(요),요 : 맞이할(요) 구 할(요),17,U+9080
饒,요,요 : 넉넉할(요) 용서할(요),요 : 넉넉할(요) 용 서할(요),21,U+9952
鷂,요,요 : 새매(요),,21,U+9DC2
慾,욕,욕 : 욕심(욕),,15,U+617E
欲,욕,욕 : 하고자할(욕) 바랄(욕),욕 : 하고자할(욕)  바랄(욕),11,U+6B32
浴,욕,욕 : 미역감을(욕),,10,U+6D74
溽,욕,욕 : 젖(욕) 짙을(욕),,13,U+6EBD
縟,욕,욕 : 채색(욕) 번거로울(욕),욕 : 채색(욕) 번거 로울(욕),16,U+7E1F
蓐,욕,욕 : 깔개(욕),,16,U+84D0
褥,욕,욕 : 요(욕),,16,U+8925
辱,욕,욕 : 욕보일(욕),,10,U+8FB1
㦶,용,용,,10,U+39B6
䞻,용,용,,16,U+47BB
俑,용,용 : 목우(용),,9,U+4FD1
傛,용,용 : 혁혁할(용) 계집의벼슬이름(용) 몸굽힐(용),용 : 혁혁할(용) 계 집의벼슬이름(용)  몸굽힐(용),12,U+509B
傭,용,용 : 품팔이할(용),,13,U+50AD
冗,용,용 : 쓸데없을(용),윤,4,U+5197
勇,용,용 : 용감할(용),,9,U+52C7
埇,용,용 : 길돋울(용) 골목길(용),통,10,U+57C7
墉,용,용 : 담(용),,14,U+5889
媶,용,용 : 이쁠(용),,13,U+5AB6
宂,용,용 : 쓸데없을(용),,5,U+5B82
容,용,용 : 받아들일(용),"예,합",10,U+5BB9
嵱,용,용 : 봉우리쯩끗쯩끗할 (용),,13,U+5D71
庸,용,용 : 쓸(용) 범상할(용),용 : 쓸(용) 범상할 (용),11,U+5EB8
恿,용,용 : 용감할(용),,11,U+607F
慂,용,용 : 권할(용) 거둘어말할(용),용 : 권할(용) 거둘 어말할(용),14,U+6142
慵,용,용 : 게으를(용),,14,U+6175
憃,용,용 : 어리석을(용),창 : 천치(창),15,U+6183
榕,용,용 : 용나무(용),,14,U+6995
槦,용,용 : 살대나무(용),,15,U+69E6
涌,용,용 : 솟아날(용) 떠오를(용),용 : 솟아날(용) 떠 오를(용),10,U+6D8C
湧,용,용 : 솟아날(용),,12,U+6E67
溶,용,용 : 녹을(용),준,13,U+6EB6
熔,용,용 : 녹을(용),,14,U+7194
瑢,용,용 : 옥부딪치는소리(용),,14,U+7462
用,용,용 : 쓸(용) 효용(용),,5,U+7528
甬,용,용 : 길(용),"리,통",7,U+752C
硧,용,용 : 숫돌(용),,12,U+7867
聳,용,용 : 솟을(용),"송,종  : 권할(송)",17,U+8073
舂,용,용 : 방아찧을(용),구,11,U+8202
茸,용,용 : 녹용(용) 잔털(용),이,12,U+8338
蓉,용,용 : 부용(용),,16,U+84C9
蛹,용,용 : 번데기(용),,13,U+86F9
踊,용,용 : 뛸(용) 뒤축없는신(용),용 : 뛸(용) 뒤축없 는신(용),14,U+8E0A
踴,용,용 : 뛸(용),,16,U+8E34
鎔,용,용 : 거푸집(용) 녹일(용),용 : 거푸집(용) 녹 일(용),18,U+9394
鏞,용,용 : 큰쇠북(용),,19,U+93DE
򠆳,용,용,,16,U+A01B3
򠆴,용,용,,12,U+A01B4
㝢,우,우,,12,U+3762
㥥,우,우,,12,U+3965
㬂,우,우,,13,U+3B02
㲾,우,우,,7,U+3CBE
䨒,우,우,,14,U+4A12
于,우,우 : 어조사(우) 갈(우),우 : 어조사(우) 갈 (우),3,U+4E8E
亴,우,우 : 날(우),,12,U+4EB4
优,우,우 : 오곡휠(우) 뛰어날(우) 넉넉할(우)(優의 간체자),,6,U+4F18
佑,우,우 : 도울(우),재,7,U+4F51
俁,우,우 : 클(우),오,9,U+4FC1
偊,우,우 : 혼자걸을(우),,11,U+504A
偶,우,우 : 짝수(우) 짝(우) 만날(우),,11,U+5076
優,우,우 : 뛰어날(우) 넉넉할(우),우 : 뛰어날(우) 넉 넉할(우),17,U+512A
又,우,우,"또,유",2,U+53C8
友,우,우 : 벗(우),,4,U+53CB
右,우,우 : 오른(우) 숭상할(우),우 : 오른(우) 숭상 할(우),5,U+53F3
吁,우,우 : 탄식할(우),,6,U+5401
吘,우,우 : 부를(우) 화할(우),오,7,U+5418
圩,우,우 : 우묵들어갈(우),,6,U+5729
堣,우,우 : 땅이름(우),,12,U+5823
宇,우,우 : 집(우) 천하(우),,6,U+5B87
寓,우,우 : 붙어살(우) 맡길(우),우 : 붙어살(우) 맡 길(우),12,U+5BD3
尤,우,우 : 더욱(우) 허물(우) 탓할(우),"욱,윤",4,U+5C24
嵎,우,우 : 산모퉁이(우),,12,U+5D4E
庽,우,우 : 붙어살(우) 맡길(우),,12,U+5EBD
愚,우,우 : 어리석을(우),,13,U+611A
慪,우,우 : 화낼(우),,14,U+616A
憂,우,우 : 근심(우),,15,U+6182
扜,우,우 : 지휘할(우) 가질(우),우 : 지휘할(우) 가 질(우),6,U+625C
扝,우,우,"오,호",6,U+625D
旴,우,우 : 해돋을(우) 새벽(우),우 : 해돋을(우) 새 벽(우),7,U+65F4
杅,우,우 : 목욕통(우) 든든할(우) 물잔(우),,7,U+6745
楀,우,우 : 나무이름(우) 성(우),,13,U+6940
湡,우,우 : 물이름(우),,12,U+6E61
澞,우,우 : 언덕사이물(우),,16,U+6F9E
瀀,우,우 : 융기많을(우) 너그러울(우) 기름질(우),,18,U+7000
牛,우,우 : 소(우),,4,U+725B
玗,우,우 : 옥돌(우) 우기나무(우),우 : 옥돌(우) 우기 나무(우),7,U+7397
瑀,우,우 : 옥돌(우),리,13,U+7440
疣,우,우 : 혹(우),,9,U+75A3
盂,우,우 : 사발(우),,8,U+76C2
盓,우,우: 웅덩이(우),,11,U+76D3
盱,우,우 : 쳐다볼(우),,8,U+76F1
祐,우,우 : 도울(우),,10,U+7950
祤,우,우 : 현이름(우),,11,U+7964
禑,우,우 : 복(우),오 : 복(우/오),14,U+7991
禹,우,우 : 우임금(우),,9,U+79B9
穻,우,우 : 창(우),한,8,U+7A7B
竽,우,우 : 피리(우),,9,U+7AFD
紆,우,우 : 얽힐(우) 굽을(우) 돌(우),우 : 얽힐(우) 굽을 (우) 돌(우),9,U+7D06
羽,우,우 : 깃(우),익,6,U+7FBD
耦,우,우 : 나란히갈(우),,15,U+8026
耰,우,우 : 곰방메(우),,21,U+8030
萭,우,우 : 성(우),,15,U+842D
藕,우,우 : 연뿌리(우),,21,U+85D5
虞,우,우 : 생각할(우) 근심할(우),우 : 생각할(우) 근 심할(우),11,U+865E
訏,우,우 : 클(우) ,호 : 시끄러 울(호),10,U+8A0F
訧,우,우 : 허물(우) 허무할(우),,11,U+8A27
謣,우,우 : 망령되게말할(우),,18,U+8B23
踽,우,우 : 외로울(우) 곱사등이(우),,16,U+8E3D
迂,우,우 : 굽을(우) 굽힐(우),우 : 굽을(우/오)  굽힐(우),7,U+8FC2
迶,우,우,"수,유 : 걸음(유) 갈(유)",10,U+8FF6
遇,우,우 : 만날(우) 대접할(우),우 : 만날(우) 대접 할(우),13,U+9047
邘,우,우 : 나라이름(우),천,6,U+9098
郵,우,우 : 역말(우),,11,U+90F5
鄅,우,우 : 나라이름(우),욱,12,U+9105
釪,우,우 : 요령(우) 바리때(우),"간,환",11,U+91EA
鍝,우,우 : 귀고리(우),,17,U+935D
隅,우,우 : 구석(우),,12,U+9685
雨,우,우 : 비(우) 비올(우),,8,U+96E8
雩,우,우 : 기우제(우),,11,U+96E9
麀,우,우 : 암사슴(우),,13,U+9E80
麌,우,우 : 수사슴(우) 사슴떼우물거릴(우),,18,U+9E8C
齲,우,우 : 충치(우),,24,U+9F72
򠄍,우,우,,14,U+A010D
򠄎,우,우,,10,U+A010E
򠆶,우,우,,21,U+A01B6
芋,"우,후","우,후: 토란(우)","감,산,후",9,U+828B
򠆵,"우,후","우,후: 토란(우/후)",,6,U+A01B5
勖,욱,욱 : 힘쓸(욱),,11,U+52D6
彧,욱,욱 : 문채(욱) 빛날(욱),혹,10,U+5F67
旭,욱,욱 : 아침해(욱),,6,U+65ED
昱,욱,욱 : 빛날(욱),민,9,U+6631
栯,욱,욱 : 산앵두(욱),"유,육",10,U+682F
煜,욱,욱 : 빛날(욱),"영,융",13,U+715C
稢,욱,욱 : 서직이성한모양(욱),욱 : 서직이성한모양(욱/육),13,U+7A22
稶,욱,욱 : 서속우거질(욱),,15,U+7A36
郁,욱,욱 : 성할(욱),"유,육",9,U+90C1
頊,욱,욱 : 망할(욱) 머리굽실거릴(욱),"경,민,석,연,옥,우,전,정,항,혁,현",13,U+980A
𢒰,욱,욱,,16,U+224B0
㜏,운,운,"연,영,원,진",13,U+370F
䆬,운,운,,15,U+41AC
䉙,운,운,,18,U+4259
云,운,운 : 이를(운),,4,U+4E91
夽,운,운 : 높을(운),"규,은",7,U+593D
妘,운,운 : 성(운),현,7,U+5998
惲,운,운 : 중후할(운),"훈,휘",12,U+60F2
抎,운,운 : 잃어버릴(운)  떨어질(운),,7,U+628E
橒,운,운 : 나무무늬(운),훈,16,U+6A52
殞,운,운 : 죽을(운),,14,U+6B9E
沄,운,운 : 물콸콸흐를(운) 끊을(운),운 : 물콸콸흐를(운)  끊을(운),7,U+6C84
溳,운,운 : 물이름(운),"연,원",13,U+6EB3
澐,운,운 : 큰물결(운),,15,U+6F90
熉,운,운 : 누른빛(운),"원,은",14,U+7189
篔,운,운 : 왕대(운),,16,U+7BD4
紜,운,운 : 어지러울(운)  성할(운),,10,U+7D1C
耘,운,운 : 김맬(운),,10,U+8018
蕓,운,운 : 평지(운),,18,U+8553
蝹,운,운 : 용굼틀거릴(운),윤,16,U+8779
賱,운,운 : 재운있을(운) 많이있을(운),"훈,휘",16,U+8CF1
運,운,운 : 돌(운),,13,U+904B
鄆,운,운 : 고을이름(운),,12,U+9106
鄖,운,운: 나라이름(운),"원, 훈",13,U+9116
隕,운,운 : 떨어질(운) 둘레(운),원,13,U+9695
雲,운,운 : 구름(운),진,12,U+96F2
霣,운,운 : 떨어질(운),"원,인",18,U+9723
韵,운,운 : 운(운),,13,U+97F5
韻,운,운 : 운(운),,19,U+97FB
򠆷,운,운,,10,U+A01B7
򠆸,운,운,,18,U+A01B8
芸,"운,예","운,예 : 운향(운)",,10,U+82B8
員,"운,원","원,운: 더할(운) 인원(원)","운,정: 더할(운)",10,U+54E1
䫟,"운,혼","운,혼",준,19,U+4ADF
暈,"운,훈","운,훈 : 현깃증날(훈/운) 무리(훈/운)",휘,13,U+6688
䵥,울,울,,18,U+4D65
灪,울,울 : 번창할(울),,32,U+706A
菀,울,울 : 쌓일(울),"완,원 : 우거질(원)",14,U+83C0
蔚,울,울 : 고을이름(울),위 : 제비쑥(위),17,U+851A
鬱,울,울 : 우거질(울),,29,U+9B31
𠃗,울,울 :  땅이름(울),,4,U+200D7
򠆹,울,울,,17,U+A01B9
򠉫,울,울,,22,U+A026B
僌,웅,웅,응,13,U+50CC
熊,웅,웅 : 곰(웅),"능,태",14,U+718A
雄,웅,웅 : 수컷(웅),,12,U+96C4
䏓,원,원,,8,U+43D3
倇,원,원: 즐거워할(원) 권할(원),완,10,U+5007
元,원,원 : 으뜸(원),,4,U+5143
冤,원,원 : 원통할(원),원 : 원통할(원)( 寃의 이체자),10,U+51A4
原,원,원 : 근원(원) 들(원),,10,U+539F
園,원,원 : 동산(원),,13,U+5712
圓,원,원 : 둥글(원),,13,U+5713
垣,원,원 : 담(원),"은,탄,항,환",9,U+57A3
妴,원,원 : 순직할(원),유,8,U+59B4
媛,원,원 : 미녀(원),"란,애,연,완,운,지,혜",12,U+5A9B
嫄,원,원 : 사람이름(원),,13,U+5AC4
寃,원,원 : 원통할(원),,11,U+5BC3
怨,원,원 : 원망할(원) 원수(원),원 : 원망할(원) 원 수(원),9,U+6028
愿,원,원 : 성실할(원),,14,U+613F
援,원,원 : 당길(원) 도움(원),원 : 당길(원) 도움 (원),12,U+63F4
楥,원,원 : 신골(원),훤,13,U+6965
榬,원,원 : 자새(원) 종다는나무(원),,14,U+69AC
沅,원,원 : 물이름(원),완,7,U+6C85
湲,원,원 : 흐를(원),"난,완,준 : 흐를(원/완)",12,U+6E72
源,원,원 : 수원(원) 근원(원),원 : 수원(원) 근원 (원),13,U+6E90
溒,원,원 : 근원(원) 계속할(원),,13,U+6E92
爰,원,원 : 이에(원),난,9,U+7230
猨,원,원 : 원숭이(원),,12,U+7328
猿,원,원 : 원숭이(원),,13,U+733F
瑗,원,원 : 옥(원),"견,난,영,완",13,U+7457
盶,원,원 : 볼(원),,9,U+76F6
笎,원,원 : 대나무이름(원),,10,U+7B0E
芫,원,원 : 팥꽃나무(원),황,10,U+82AB
苑,원,원 : 동산(원),범,11,U+82D1
蒝,원,원 : 줄기와잎떨어질(원),,16,U+849D
薗,원,원 : 동산(원),,19,U+8597
蜿,원,원 : 굼틀거릴(원),완 : 지렁이(완),14,U+873F
袁,원,원 : 옷길(원),,10,U+8881
褑,원,원 : 패옥띠(원),,15,U+8911
謜,원,원 : 천천히말할(원)  기꺼울(원),,17,U+8B1C
貟,원,원 : 員(관원(원))의 俗字,운,9,U+8C9F
轅,원,원 : 끌채(원),,17,U+8F45
遠,원,원 : 멀(원),,14,U+9060
邍,원,원: 넓은언덕(원),,20,U+908D
邧,원,원 : 땅이름(원),완,7,U+90A7
院,원,원 : 담(원) 집(원) 마을(원),완,10,U+9662
願,원,원 : 바랄(원),,19,U+9858
騵,원,원 : 배희고갈기검은말(원),,20,U+9A35
鴛,원,원 : 원앙(원),,16,U+9D1B
鵷,원,원 : 원추새(원),"안,완",19,U+9D77
黿,원,원 : 큰자리(원) 영원(원),,17,U+9EFF
򠆺,원,원,,11,U+A01BA
򠊍,원,,원: 동산(원),16,U+A028D
婉,"원,완","원,완 : 곡진할(완) 순할(완)","란,화,환",11,U+5A49
薳,"원,위","원,위 : 애기풀(원)",,20,U+85B3
洹,"원,환","원,환: 물이름(원)","온,찬,한,항,환",9,U+6D39
刖,월,월 : 발꿈치벨(월),왈,6,U+5216
月,월,월 : 달(월) 세월(월),육,4,U+6708
泧,월,월 : 큰물(월) 넘칠(월),살,8,U+6CE7
粤,월,월 : 땅이름(월),,12,U+7CA4
越,월,월 : 넘을(월) 월나라(월),월 : 넘을(월) 월나 라(월),12,U+8D8A
鉞,월,월 : 도끼(월),,13,U+925E
位,위,위 : 자리(위) 분(위),입,7,U+4F4D
偉,위,위 : 클(위),,11,U+5049
僞,위,위 : 거짓(위),,14,U+50DE
危,위,위 : 위태할(위),,6,U+5371
喟,위,위 : 한숨쉴(위),,12,U+559F
圍,위,위 : 에울(위),,12,U+570D
委,위,위 : 맡길(위),,8,U+59D4
威,위,위 : 위엄(위) 으를(위),성,9,U+5A01
尉,위,위 : 벼슬이름(위),"울,월 : 복성(울)",11,U+5C09
幃,위,위 : 휘장(위) 향낭(위),,12,U+5E43
慰,위,위 : 위로할(위),울,15,U+6170
暐,위,위 : 환할(위),"장,휘",13,U+6690
洈,위,위 : 물이름(위),,9,U+6D08
渭,위,위 : 물이름(위),,12,U+6E2D
湋,위,위 : 땅이름(위),,12,U+6E4B
煟,위,위 : 불빛(위),,13,U+715F
熨,위,위 : 다리미(위) ,울 : 다릴(울),15,U+71A8
爲,위,위 : 할(위),,12,U+7232
瑋,위,위 : 옥(위),,13,U+744B
痿,위,위 : 바람맞을(위),,13,U+75FF
緯,위,위 : 씨(위) 별(위) 묶을(위),,15,U+7DEF
胃,위,위 : 밥통(위) 별이름(위),위 : 밥통(위) 별이 름(위),9,U+80C3
萎,위,위 : 시들(위) 둥굴레(위),위 : 시들(위) 둥굴 레(위),14,U+840E
葦,위,위 : 갈대(위),,15,U+8466
葳,위,위 : 우거질(위) 둥굴레(위),,15,U+8473
蔿,위,위 : 고을이름(위),,18,U+853F
蝟,위,위 : 고슴도치(위),라,15,U+875F
衛,위,위 : 막을(위),,15,U+885B
衞,위,위 : 막을(위),,16,U+885E
褘,위,위 : 휘장(위),휘 : 휘장(위)   적휘옷(휘),15,U+8918
諉,위,위 : 번거롭게할(위)  맡길(위),,15,U+8AC9
謂,위,위 : 이를(위),서,16,U+8B02
逶,위,위 : 구불구불할(위),,12,U+9036
違,위,위 : 어길(위),,13,U+9055
鄬,위,위 : 땅이름(위),,15,U+912C
闈,위,위 : 문(위) 대궐(위) 안방(위) 과장(위),,17,U+95C8
韋,위,위 : 가죽(위),,9,U+97CB
韙,위,위 : 옳을(위),영,18,U+97D9
韡,위,위: 활짝필(위),,21,U+97E1
餧,위,위 : 먹을(위)  기를(위),뇌,17,U+9927
骪,위,위 : 뼈구불통구불통할(위),,13,U+9AAA
魏,위,위 : 위나라(위),,18,U+9B4F
򠆻,위,위,,14,U+A01BB
򠆼,위,위,,16,U+A01BC
򠆽,위,위,,18,U+A01BD
煒,"위,휘","위,휘 : 빛(휘)","욱,희 : 빨갈 (위)",13,U+7152
㽥,유,유,,14,U+3F65
䋴,유,유,"누,윤,이",15,U+42F4
䜅,유,유,추,18,U+4705
乳,유,유 : 젖(유) 젖먹일(유),유 : 젖(유) 젖먹일 (유),8,U+4E73
侑,유,유 : 도울(유) 권할(유),우,8,U+4F91
俞,유,유,,9,U+4FDE
儒,유,유 : 선비(유) 유교(유),"진,한",16,U+5112
兪,유,유 : 그러할(유),,9,U+516A
冘,유,유 : 머뭇거릴(유)  갈(유),,4,U+5198
呦,유,유 : 울(유),,8,U+5466
唯,유,유 : 오직(유),아,11,U+552F
喩,유,유 : 효유할(유),수,12,U+55A9
囿,유,유 : 동산(유) 얽매일(유),유 : 동산(유) 얽매 일(유),9,U+56FF
壝,유,유 : 토담(유)  단둘러쌓은담(유),견,19,U+58DD
姷,유,유 : 짝(유),연,9,U+59F7
婑,유,유 : 날씬할(유),"류,아,와,위 : 날씬할(와/유)",11,U+5A51
婾,유,유,투,12,U+5A7E
嬬,유,유 : 아내(유),"나,수 : 약할(수)",17,U+5B2C
孺,유,유 : 젖먹이(유) 사모할(유),유 : 젖먹이(유) 사 모할(유),17,U+5B7A
宥,유,유 : 용서할(유) 도울(유),유 : 용서할(유) 도 울(유),9,U+5BA5
岰,유,유 : 산굽이(유),,8,U+5CB0
帷,유,유: 휘장(유),,11,U+5E37
幼,유,유 : 어릴(유) 어린아이(유),유 : 어릴(유) 어린 아이(유),5,U+5E7C
幽,유,유 : 그윽할(유) 조용할(유),유 : 그윽할(유) 조 용할(유),9,U+5E7D
